,first,second,score
1538,Exercise is a good way to release this tension.,"There is danger, then, of superficiality.",5
1539,Exercise is a good way to release this tension.,"Control of thought, word, and action is necessary in order to be successful.",5
1540,Exercise is a good way to release this tension.,"Find your focus, stay with it and develop perseverance.",5
1541,Exercise is a good way to release this tension.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1542,Exercise is a good way to release this tension.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",4
1543,Exercise is a good way to release this tension.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1544,Exercise is a good way to release this tension.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1545,Exercise is a good way to release this tension.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1546,Exercise is a good way to release this tension.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1547,Exercise is a good way to release this tension.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1548,Exercise is a good way to release this tension.,Comfort is important to you and you hate getting your hands dirty.,5
1549,Exercise is a good way to release this tension.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1550,Exercise is a good way to release this tension.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1551,Exercise is a good way to release this tension.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1552,Exercise is a good way to release this tension.,You aim to please in practical and earthy ways.,5
1553,Exercise is a good way to release this tension.,More about,na
1554,"You are clever, witty, and always have a joke or comeback ready for any situation.",You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,5
1555,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,4
1556,"You are clever, witty, and always have a joke or comeback ready for any situation.",You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,5
1557,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are handy with your hands and may be ambidextrous or mechanically inclined.,5
1558,"You are clever, witty, and always have a joke or comeback ready for any situation.",Debate and argument appeal to you.,3
1559,"You are clever, witty, and always have a joke or comeback ready for any situation.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,5
1560,"You are clever, witty, and always have a joke or comeback ready for any situation.","This is the jack-of-all-trades, master-of-none position.",5
1561,"You are clever, witty, and always have a joke or comeback ready for any situation.","There is danger, then, of superficiality.",5
1562,"You are clever, witty, and always have a joke or comeback ready for any situation.","Control of thought, word, and action is necessary in order to be successful.",5
1563,"You are clever, witty, and always have a joke or comeback ready for any situation.","Find your focus, stay with it and develop perseverance.",5
1564,"You are clever, witty, and always have a joke or comeback ready for any situation.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1565,"You are clever, witty, and always have a joke or comeback ready for any situation.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",5
1566,"You are clever, witty, and always have a joke or comeback ready for any situation.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,3
1567,"You are clever, witty, and always have a joke or comeback ready for any situation.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1568,"You are clever, witty, and always have a joke or comeback ready for any situation.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1569,"You are clever, witty, and always have a joke or comeback ready for any situation.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1570,"You are clever, witty, and always have a joke or comeback ready for any situation.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1571,"You are clever, witty, and always have a joke or comeback ready for any situation.",Comfort is important to you and you hate getting your hands dirty.,5
1572,"You are clever, witty, and always have a joke or comeback ready for any situation.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1573,"You are clever, witty, and always have a joke or comeback ready for any situation.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1574,"You are clever, witty, and always have a joke or comeback ready for any situation.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1575,"You are clever, witty, and always have a joke or comeback ready for any situation.",You aim to please in practical and earthy ways.,5
1576,"You are clever, witty, and always have a joke or comeback ready for any situation.",More about,na
1577,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,5
1578,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,1
1579,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are handy with your hands and may be ambidextrous or mechanically inclined.,5
1580,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,Debate and argument appeal to you.,5
1581,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,1
1582,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"This is the jack-of-all-trades, master-of-none position.",1
1583,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"There is danger, then, of superficiality.",2
1584,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Control of thought, word, and action is necessary in order to be successful.",5
1585,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Find your focus, stay with it and develop perseverance.",2
1586,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1587,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",3
1588,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,3
1589,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1590,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1591,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1592,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1593,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,Comfort is important to you and you hate getting your hands dirty.,5
1594,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1595,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1596,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1597,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,You aim to please in practical and earthy ways.,5
1598,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,More about,na
1599,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,3
1600,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You are handy with your hands and may be ambidextrous or mechanically inclined.,5
1601,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,Debate and argument appeal to you.,5
1602,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,1
1603,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"This is the jack-of-all-trades, master-of-none position.",3
1604,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"There is danger, then, of superficiality.",2
1605,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Control of thought, word, and action is necessary in order to be successful.",5
1606,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Find your focus, stay with it and develop perseverance.",2
1607,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1608,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",3
1609,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,1
1610,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1611,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1612,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1613,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1614,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,Comfort is important to you and you hate getting your hands dirty.,5
1615,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1616,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1617,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1618,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,You aim to please in practical and earthy ways.,5
1619,You are quick to grasp new concepts and equally quick to lose interest in an idea or project once your curiosity has been satisfied.,More about,na
1620,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,You are handy with your hands and may be ambidextrous or mechanically inclined.,5
1621,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,Debate and argument appeal to you.,5
1622,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,1
1623,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"This is the jack-of-all-trades, master-of-none position.",1
1624,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"There is danger, then, of superficiality.",1
1625,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"Control of thought, word, and action is necessary in order to be successful.",5
1626,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"Find your focus, stay with it and develop perseverance.",2
1627,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1628,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",2
1629,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,3
1630,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1631,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1632,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1633,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1634,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,Comfort is important to you and you hate getting your hands dirty.,5
1635,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1636,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1637,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1638,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,You aim to please in practical and earthy ways.,5
1639,You like to taste a little bit of everything – concentration and disciplined study are not your strong points.,More about,na
1640,You are handy with your hands and may be ambidextrous or mechanically inclined.,Debate and argument appeal to you.,5
1641,You are handy with your hands and may be ambidextrous or mechanically inclined.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,5
1642,You are handy with your hands and may be ambidextrous or mechanically inclined.,"This is the jack-of-all-trades, master-of-none position.",5
1643,You are handy with your hands and may be ambidextrous or mechanically inclined.,"There is danger, then, of superficiality.",5
1644,You are handy with your hands and may be ambidextrous or mechanically inclined.,"Control of thought, word, and action is necessary in order to be successful.",5
1645,You are handy with your hands and may be ambidextrous or mechanically inclined.,"Find your focus, stay with it and develop perseverance.",5
1646,You are handy with your hands and may be ambidextrous or mechanically inclined.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1647,You are handy with your hands and may be ambidextrous or mechanically inclined.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",5
1648,You are handy with your hands and may be ambidextrous or mechanically inclined.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1649,You are handy with your hands and may be ambidextrous or mechanically inclined.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1650,You are handy with your hands and may be ambidextrous or mechanically inclined.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1651,You are handy with your hands and may be ambidextrous or mechanically inclined.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1652,You are handy with your hands and may be ambidextrous or mechanically inclined.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1653,You are handy with your hands and may be ambidextrous or mechanically inclined.,Comfort is important to you and you hate getting your hands dirty.,5
1654,You are handy with your hands and may be ambidextrous or mechanically inclined.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1655,You are handy with your hands and may be ambidextrous or mechanically inclined.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1656,You are handy with your hands and may be ambidextrous or mechanically inclined.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1657,You are handy with your hands and may be ambidextrous or mechanically inclined.,You aim to please in practical and earthy ways.,5
1658,You are handy with your hands and may be ambidextrous or mechanically inclined.,More about,na
1659,Debate and argument appeal to you.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,5
1660,Debate and argument appeal to you.,"This is the jack-of-all-trades, master-of-none position.",5
1661,Debate and argument appeal to you.,"There is danger, then, of superficiality.",5
1662,Debate and argument appeal to you.,"Control of thought, word, and action is necessary in order to be successful.",5
1663,Debate and argument appeal to you.,"Find your focus, stay with it and develop perseverance.",5
1664,Debate and argument appeal to you.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",4
1665,Debate and argument appeal to you.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",5
1666,Debate and argument appeal to you.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,4
1667,Debate and argument appeal to you.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1668,Debate and argument appeal to you.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1669,Debate and argument appeal to you.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1670,Debate and argument appeal to you.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1671,Debate and argument appeal to you.,Comfort is important to you and you hate getting your hands dirty.,5
1672,Debate and argument appeal to you.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1673,Debate and argument appeal to you.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1674,Debate and argument appeal to you.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1675,Debate and argument appeal to you.,You aim to please in practical and earthy ways.,5
1676,Debate and argument appeal to you.,More about,na
1677,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"This is the jack-of-all-trades, master-of-none position.",1
1678,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"There is danger, then, of superficiality.",1
1679,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"Control of thought, word, and action is necessary in order to be successful.",5
1680,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"Find your focus, stay with it and develop perseverance.",2
1681,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1682,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",5
1683,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1684,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1685,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1686,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1687,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1688,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,Comfort is important to you and you hate getting your hands dirty.,5
1689,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1690,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1691,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1692,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,You aim to please in practical and earthy ways.,5
1693,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,More about,na
1694,"This is the jack-of-all-trades, master-of-none position.","There is danger, then, of superficiality.",1
1695,"This is the jack-of-all-trades, master-of-none position.","Control of thought, word, and action is necessary in order to be successful.",5
1696,"This is the jack-of-all-trades, master-of-none position.","Find your focus, stay with it and develop perseverance.",2
1697,"This is the jack-of-all-trades, master-of-none position.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1698,"This is the jack-of-all-trades, master-of-none position.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",2
1699,"This is the jack-of-all-trades, master-of-none position.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,3
1700,"This is the jack-of-all-trades, master-of-none position.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1701,"This is the jack-of-all-trades, master-of-none position.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1702,"This is the jack-of-all-trades, master-of-none position.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1703,"This is the jack-of-all-trades, master-of-none position.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1704,"This is the jack-of-all-trades, master-of-none position.",Comfort is important to you and you hate getting your hands dirty.,5
1705,"This is the jack-of-all-trades, master-of-none position.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",4
1706,"This is the jack-of-all-trades, master-of-none position.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1707,"This is the jack-of-all-trades, master-of-none position.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1708,"This is the jack-of-all-trades, master-of-none position.",You aim to please in practical and earthy ways.,5
1709,"This is the jack-of-all-trades, master-of-none position.",More about,na
1710,"There is danger, then, of superficiality.","Control of thought, word, and action is necessary in order to be successful.",5
1711,"There is danger, then, of superficiality.","Find your focus, stay with it and develop perseverance.",5
1712,"There is danger, then, of superficiality.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1713,"There is danger, then, of superficiality.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",5
1714,"There is danger, then, of superficiality.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1715,"There is danger, then, of superficiality.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1716,"There is danger, then, of superficiality.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1717,"There is danger, then, of superficiality.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",3
1718,"There is danger, then, of superficiality.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1719,"There is danger, then, of superficiality.",Comfort is important to you and you hate getting your hands dirty.,5
1720,"There is danger, then, of superficiality.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1721,"There is danger, then, of superficiality.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1722,"There is danger, then, of superficiality.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1723,"There is danger, then, of superficiality.",You aim to please in practical and earthy ways.,5
1724,"There is danger, then, of superficiality.",More about,na
1725,"Control of thought, word, and action is necessary in order to be successful.","Find your focus, stay with it and develop perseverance.",5
1726,"Control of thought, word, and action is necessary in order to be successful.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",4
1727,"Control of thought, word, and action is necessary in order to be successful.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",4
1728,"Control of thought, word, and action is necessary in order to be successful.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1729,"Control of thought, word, and action is necessary in order to be successful.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1730,"Control of thought, word, and action is necessary in order to be successful.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1731,"Control of thought, word, and action is necessary in order to be successful.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1732,"Control of thought, word, and action is necessary in order to be successful.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1733,"Control of thought, word, and action is necessary in order to be successful.",Comfort is important to you and you hate getting your hands dirty.,5
1734,"Control of thought, word, and action is necessary in order to be successful.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1735,"Control of thought, word, and action is necessary in order to be successful.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1736,"Control of thought, word, and action is necessary in order to be successful.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1737,"Control of thought, word, and action is necessary in order to be successful.",You aim to please in practical and earthy ways.,5
1738,"Control of thought, word, and action is necessary in order to be successful.",More about,na
1739,"Find your focus, stay with it and develop perseverance.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",5
1740,"Find your focus, stay with it and develop perseverance.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",4
1741,"Find your focus, stay with it and develop perseverance.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1742,"Find your focus, stay with it and develop perseverance.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1743,"Find your focus, stay with it and develop perseverance.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1744,"Find your focus, stay with it and develop perseverance.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1745,"Find your focus, stay with it and develop perseverance.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1746,"Find your focus, stay with it and develop perseverance.",Comfort is important to you and you hate getting your hands dirty.,5
1747,"Find your focus, stay with it and develop perseverance.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1748,"Find your focus, stay with it and develop perseverance.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1749,"Find your focus, stay with it and develop perseverance.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1750,"Find your focus, stay with it and develop perseverance.",You aim to please in practical and earthy ways.,5
1751,"Find your focus, stay with it and develop perseverance.",More about,na
1752,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",3
1753,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,5
1754,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1755,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1756,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1757,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1758,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",Comfort is important to you and you hate getting your hands dirty.,5
1759,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1760,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1761,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1762,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",You aim to please in practical and earthy ways.,5
1763,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",More about,na
1764,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",You grasp concepts easily and may become impatient with those who don't learn as quickly.,4
1765,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.","If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1766,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1767,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.","You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1768,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
